Category,Match_Score,Extracted_Skills
PUBLIC-RELATIONS,3.0727310612121013,"['excel', 'communication', 'leadership']"
CONSULTANT,3.0725845203422333,"['sql', 'excel', 'communication']"
CONSULTANT,3.0722829959632754,"['java', 'sql', 'excel', 'leadership']"
CONSTRUCTION,3.067392600160214,['communication']
CONSULTANT,3.0648430481254296,"['java', 'sql', 'excel', 'communication', 'leadership']"
HR,3.0647805983813883,['excel']
DIGITAL-MEDIA,3.0640384254062725,[]
AVIATION,3.0628262099867607,"['communication', 'leadership']"
FINANCE,3.0613104824546955,"['excel', 'communication']"
ADVOCATE,3.0531194321386383,"['excel', 'communication']"
HR,3.050722442132265,['excel']
ENGINEERING,3.0496480815565197,"['excel', 'leadership']"
CONSULTANT,3.042939565512993,"['python', 'java', 'sql', 'communication', 'leadership']"
DIGITAL-MEDIA,3.041482842915343,"['sql', 'excel', 'communication', 'leadership']"
APPAREL,3.036757203846548,"['excel', 'communication', 'leadership']"
ACCOUNTANT,3.035967195449762,['excel']
PUBLIC-RELATIONS,3.03538743903405,"['communication', 'leadership']"
TEACHER,3.0347630275710005,['communication']
ENGINEERING,3.033803115078937,['machine learning']
DESIGNER,3.0273862139348022,"['sql', 'data analysis']"
FITNESS,3.022250458129334,"['excel', 'leadership']"
HR,3.0068095972127855,"['leadership', 'data analysis']"
AVIATION,3.0066153160562137,['excel']
AGRICULTURE,3.0060611504507504,"['excel', 'communication']"
ADVOCATE,3.005423175811424,"['communication', 'leadership']"
HEALTHCARE,3.002668035879199,"['excel', 'communication']"
HEALTHCARE,2.996580804970911,['excel']
INFORMATION-TECHNOLOGY,2.9964645593248913,"['sql', 'communication', 'data analysis']"
BPO,2.9948034584595473,"['sql', 'excel', 'leadership']"
TEACHER,2.9869432923567403,"['excel', 'data analysis']"
FITNESS,2.9862467057619786,"['excel', 'communication']"
HEALTHCARE,2.980445675509016,"['communication', 'leadership', 'data analysis']"
HR,2.9769020950768397,"['communication', 'leadership']"
TEACHER,2.9712560184929235,"['excel', 'communication']"
ADVOCATE,2.9687953513033984,"['excel', 'communication']"
ACCOUNTANT,2.9678589201642995,"['excel', 'communication', 'leadership']"
HR,2.9665715565385753,"['excel', 'communication', 'leadership']"
SALES,2.9626455945506724,"['excel', 'communication']"
FINANCE,2.953331341990869,"['excel', 'communication']"
CONSULTANT,2.9505697277153,"['excel', 'communication', 'leadership']"
ADVOCATE,2.9462272150645585,"['sql', 'excel', 'communication']"
FINANCE,2.946096103628159,"['sql', 'excel']"
SALES,2.9459676710724954,"['excel', 'communication']"
ADVOCATE,2.9435266336191397,"['excel', 'communication']"
DESIGNER,2.9429098202135857,"['excel', 'communication', 'leadership']"
ADVOCATE,2.9409023082701427,"['excel', 'communication']"
ENGINEERING,2.9400701482796565,"['java', 'sql', 'excel', 'communication', 'leadership']"
DIGITAL-MEDIA,2.938569083648455,"['sql', 'excel', 'communication', 'leadership']"
ENGINEERING,2.929693883680842,"['excel', 'communication', 'leadership']"
BPO,2.924401076292866,"['excel', 'leadership']"
INFORMATION-TECHNOLOGY,2.9217668565322477,"['communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.921278427652463,"['communication', 'leadership']"
ENGINEERING,2.911241315589571,"['python', 'sql', 'machine learning', 'tensorflow', 'leadership']"
ADVOCATE,2.898562496602277,['excel']
FINANCE,2.8894785662300957,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,2.8891220493652363,"['sql', 'excel']"
CONSULTANT,2.883685406727005,"['excel', 'communication']"
PUBLIC-RELATIONS,2.8821538764418673,"['sql', 'excel', 'communication', 'leadership', 'data analysis', 'react']"
BANKING,2.876968788717063,['communication']
TEACHER,2.873052005546256,[]
HEALTHCARE,2.8690039500518663,['communication']
CONSULTANT,2.867386949196484,"['python', 'sql', 'excel']"
BPO,2.8672820166830575,"['excel', 'communication', 'leadership']"
SALES,2.8633831640490897,['excel']
DIGITAL-MEDIA,2.8628054407548684,"['java', 'sql', 'excel', 'communication']"
ADVOCATE,2.862461440664479,"['excel', 'communication', 'leadership']"
HEALTHCARE,2.8619796803918724,"['excel', 'communication', 'leadership']"
SALES,2.8604997673791677,"['excel', 'communication', 'leadership']"
ARTS,2.8578967055028266,"['excel', 'communication']"
CONSULTANT,2.8541019962973593,"['sql', 'excel', 'communication', 'data analysis']"
CONSTRUCTION,2.8524976187335476,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,2.852447714483739,['react']
BANKING,2.848314398792588,['communication']
ARTS,2.843730668593953,"['excel', 'communication']"
TEACHER,2.843403190781655,[]
PUBLIC-RELATIONS,2.8328080137212774,['communication']
PUBLIC-RELATIONS,2.829243412801204,"['communication', 'leadership', 'data analysis']"
HR,2.8253264624104175,"['excel', 'communication']"
PUBLIC-RELATIONS,2.8160802561088105,"['communication', 'leadership']"
ENGINEERING,2.813188751496348,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,2.8084175687796558,"['excel', 'leadership']"
CONSULTANT,2.804175218246761,"['sql', 'excel', 'communication']"
APPAREL,2.7983546919818707,"['excel', 'communication', 'leadership']"
ARTS,2.791702949518827,['communication']
PUBLIC-RELATIONS,2.7855454250191545,"['excel', 'communication']"
ACCOUNTANT,2.7842276670920802,"['excel', 'communication']"
FITNESS,2.779632563865558,"['excel', 'data analysis']"
INFORMATION-TECHNOLOGY,2.777763084194989,"['communication', 'leadership']"
TEACHER,2.7755313465639024,['communication']
CHEF,2.77175448453283,['excel']
TEACHER,2.77055168456837,"['excel', 'communication', 'leadership']"
FITNESS,2.768387961328166,"['excel', 'communication', 'leadership']"
FINANCE,2.7680803247873054,"['excel', 'communication']"
FITNESS,2.7645641992100565,"['communication', 'leadership']"
FINANCE,2.7622974048772555,"['communication', 'leadership']"
ENGINEERING,2.756981620499096,['communication']
CONSULTANT,2.7555332638812957,"['excel', 'communication', 'leadership']"
CONSTRUCTION,2.7532738068268494,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.7531046933907017,"['java', 'sql', 'communication']"
BANKING,2.7502582308626393,"['excel', 'communication', 'leadership', 'data analysis']"
PUBLIC-RELATIONS,2.747480100872817,"['machine learning', 'excel', 'communication']"
TEACHER,2.745226460547499,"['excel', 'communication', 'leadership']"
HR,2.7418564465042627,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,2.732005057130086,"['sql', 'communication', 'leadership']"
ACCOUNTANT,2.7298899450207683,"['excel', 'communication', 'leadership']"
TEACHER,2.726156504178267,"['excel', 'communication']"
ACCOUNTANT,2.719897492352738,"['excel', 'communication', 'leadership']"
ADVOCATE,2.7156532887411005,['communication']
ARTS,2.7084279078098477,"['java', 'excel']"
APPAREL,2.7061705204897195,['excel']
DIGITAL-MEDIA,2.703472012145386,"['excel', 'communication']"
BANKING,2.7027787569951514,"['excel', 'communication', 'leadership']"
ADVOCATE,2.6985814434736612,['communication']
CONSTRUCTION,2.694616046145037,"['excel', 'communication']"
HEALTHCARE,2.6932406177288004,['excel']
PUBLIC-RELATIONS,2.693062405593756,"['excel', 'communication', 'leadership']"
ADVOCATE,2.6921644526313226,"['excel', 'aws', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.6901055346332887,"['excel', 'communication', 'leadership']"
FINANCE,2.6832973236719826,"['sql', 'excel', 'communication', 'data analysis', 'react']"
ACCOUNTANT,2.6825313908930353,"['excel', 'communication', 'leadership']"
HEALTHCARE,2.6820224579420215,"['excel', 'leadership', 'data analysis']"
HR,2.6798951033363503,"['communication', 'leadership']"
ACCOUNTANT,2.6786692451294227,"['excel', 'leadership']"
SALES,2.677815647619609,['excel']
CONSTRUCTION,2.673632263397521,"['sql', 'excel', 'communication', 'leadership']"
ADVOCATE,2.6709678294539945,"['excel', 'communication']"
DIGITAL-MEDIA,2.666800103154589,"['excel', 'communication']"
APPAREL,2.665856765382186,['leadership']
HEALTHCARE,2.652535349343449,"['java', 'communication']"
CONSTRUCTION,2.652260435165681,['leadership']
INFORMATION-TECHNOLOGY,2.6490488140049173,"['excel', 'communication', 'data analysis']"
CONSULTANT,2.6489247659330557,"['sql', 'leadership']"
DIGITAL-MEDIA,2.6474329889967607,"['excel', 'communication']"
AVIATION,2.6452164812874184,"['python', 'excel']"
ADVOCATE,2.644552997770871,['excel']
AVIATION,2.6388964362148646,"['communication', 'leadership', 'react']"
AVIATION,2.6362663628664262,"['excel', 'communication']"
ENGINEERING,2.6289549606451224,"['excel', 'communication', 'leadership']"
ACCOUNTANT,2.6264707281601227,['communication']
FITNESS,2.624002342032173,"['excel', 'communication']"
TEACHER,2.6196544684380156,"['communication', 'leadership']"
ARTS,2.6147550317502257,"['excel', 'communication', 'leadership', 'data analysis']"
INFORMATION-TECHNOLOGY,2.6127887014957407,"['excel', 'communication', 'leadership']"
HEALTHCARE,2.6125307253649086,"['excel', 'communication', 'leadership']"
SALES,2.608136334674935,"['excel', 'communication', 'leadership']"
BANKING,2.6061297130601004,"['excel', 'leadership']"
INFORMATION-TECHNOLOGY,2.6060889746529425,"['sql', 'excel', 'aws', 'communication', 'leadership']"
ENGINEERING,2.606030089034839,"['communication', 'leadership']"
CONSTRUCTION,2.603752542035708,['excel']
ACCOUNTANT,2.603031382432551,"['excel', 'communication']"
TEACHER,2.601446392782271,['leadership']
PUBLIC-RELATIONS,2.6012747449705724,[]
SALES,2.5995493255357287,[]
ARTS,2.5984773354068227,['aws']
SALES,2.5968136756488227,"['excel', 'communication', 'leadership', 'data analysis']"
INFORMATION-TECHNOLOGY,2.5935471714419025,"['sql', 'excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.5914975535231486,"['sql', 'excel']"
ENGINEERING,2.5905340876711356,['excel']
TEACHER,2.582171665111389,"['excel', 'communication']"
DESIGNER,2.578079254092987,['excel']
BUSINESS-DEVELOPMENT,2.5774783430631802,"['excel', 'leadership']"
BANKING,2.5730869677853305,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,2.568051599321155,"['excel', 'communication', 'leadership']"
SALES,2.561290465947783,['communication']
TEACHER,2.5588586873448693,"['excel', 'communication', 'leadership']"
CONSULTANT,2.558774023009225,"['communication', 'leadership']"
BUSINESS-DEVELOPMENT,2.558125701152467,"['excel', 'communication']"
PUBLIC-RELATIONS,2.557323629649029,"['excel', 'communication']"
CONSULTANT,2.5567897439428515,['excel']
FITNESS,2.5554543126199385,"['excel', 'communication', 'leadership']"
AVIATION,2.5542363207999395,['data analysis']
DESIGNER,2.554212191545203,"['excel', 'communication']"
AVIATION,2.5494976609462503,"['communication', 'leadership']"
FINANCE,2.5492762644224025,"['excel', 'aws', 'communication']"
FITNESS,2.548022689023671,"['excel', 'leadership']"
AVIATION,2.5471641047661895,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,2.5431508928423425,"['java', 'sql', 'excel']"
ADVOCATE,2.538832923355133,"['excel', 'communication']"
DESIGNER,2.536761666413923,['leadership']
BANKING,2.5364908308060556,"['sql', 'excel']"
CONSULTANT,2.535221262353315,"['sql', 'excel', 'communication', 'data analysis']"
INFORMATION-TECHNOLOGY,2.533939180905498,"['sql', 'excel', 'communication', 'data analysis']"
CHEF,2.5333713884801545,[]
APPAREL,2.5284046437425878,"['excel', 'leadership']"
ACCOUNTANT,2.5276755995154794,"['excel', 'communication']"
BANKING,2.521681520100156,"['java', 'sql', 'excel']"
ARTS,2.5167949118118855,['excel']
SALES,2.508798371097481,"['excel', 'leadership']"
CONSULTANT,2.5080306705074857,"['excel', 'communication', 'data analysis']"
DESIGNER,2.5068673962278667,"['sql', 'excel', 'communication', 'leadership']"
SALES,2.5059666124245186,"['excel', 'communication', 'leadership']"
AGRICULTURE,2.5039691608914225,['sql']
BUSINESS-DEVELOPMENT,2.5022755585155743,"['excel', 'communication', 'leadership', 'data analysis']"
FITNESS,2.497910615871681,"['excel', 'leadership']"
SALES,2.4978352190850424,"['excel', 'communication', 'leadership']"
AVIATION,2.497501145047779,"['excel', 'communication', 'leadership']"
HR,2.4948548832858135,"['excel', 'aws', 'communication']"
HEALTHCARE,2.493025988440752,"['excel', 'leadership']"
DIGITAL-MEDIA,2.4907130271493148,"['excel', 'communication', 'leadership']"
ACCOUNTANT,2.490253717959566,"['excel', 'communication']"
SALES,2.4897172509148096,"['excel', 'communication']"
FINANCE,2.486623066941313,"['excel', 'communication']"
AUTOMOBILE,2.4793364303354757,"['java', 'sql', 'excel', 'communication', 'data analysis']"
ENGINEERING,2.477847133063127,"['excel', 'communication']"
HEALTHCARE,2.476941815984247,"['excel', 'communication', 'leadership']"
ACCOUNTANT,2.4743247840949327,"['excel', 'communication', 'leadership']"
CONSULTANT,2.4729045446982925,['excel']
CONSTRUCTION,2.471509510869586,"['excel', 'aws']"
INFORMATION-TECHNOLOGY,2.470266773098505,"['sql', 'communication', 'leadership']"
DIGITAL-MEDIA,2.4702596424333856,"['excel', 'communication', 'leadership']"
ACCOUNTANT,2.464766736786661,['excel']
ENGINEERING,2.463905043026313,"['communication', 'leadership']"
ENGINEERING,2.4634770485079995,['communication']
FINANCE,2.462275434930219,"['sql', 'excel']"
FITNESS,2.4597851070830234,['leadership']
INFORMATION-TECHNOLOGY,2.4589586544482964,"['communication', 'leadership']"
BANKING,2.4564562094843385,['excel']
INFORMATION-TECHNOLOGY,2.455232932724237,"['sql', 'excel', 'communication']"
HR,2.4540908054572257,"['excel', 'communication', 'leadership']"
HR,2.4513787858489575,"['excel', 'communication', 'leadership']"
SALES,2.451283442769296,"['excel', 'communication']"
DIGITAL-MEDIA,2.451084537629096,"['excel', 'communication', 'leadership']"
CONSULTANT,2.448537392909381,"['excel', 'communication']"
FITNESS,2.447858093226492,"['excel', 'communication']"
AVIATION,2.4469486418380693,['excel']
FITNESS,2.445217553631354,"['excel', 'communication', 'leadership']"
HR,2.4432708202722537,"['excel', 'communication']"
ACCOUNTANT,2.4427477156115347,"['excel', 'communication']"
DIGITAL-MEDIA,2.4409605566986134,"['excel', 'communication']"
HEALTHCARE,2.440914973605446,"['excel', 'communication']"
CHEF,2.4382857209183584,['excel']
CONSULTANT,2.436300674828793,['leadership']
ARTS,2.4344917001941977,"['excel', 'communication']"
ADVOCATE,2.4328247496628053,"['excel', 'communication']"
CONSULTANT,2.4312191102516363,"['excel', 'communication', 'leadership']"
APPAREL,2.430483342019888,"['excel', 'communication']"
HEALTHCARE,2.425052711719842,"['excel', 'communication', 'leadership']"
AVIATION,2.4246674194233897,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.4234123875594586,"['excel', 'communication', 'leadership']"
HR,2.422108302572467,"['excel', 'communication', 'leadership']"
CONSTRUCTION,2.421449117907689,"['excel', 'communication', 'leadership']"
ARTS,2.4153533617168166,"['excel', 'communication']"
ARTS,2.4113757268609333,"['excel', 'communication', 'leadership']"
FINANCE,2.4086902849220575,"['excel', 'communication']"
TEACHER,2.407246139138466,"['excel', 'communication', 'leadership']"
BANKING,2.4019595723506533,"['sql', 'excel']"
ARTS,2.4011861626064492,"['excel', 'communication', 'leadership']"
DESIGNER,2.39852259916317,"['java', 'sql']"
FINANCE,2.396831370627551,"['excel', 'leadership']"
PUBLIC-RELATIONS,2.39666538982815,['communication']
TEACHER,2.395914029895143,['excel']
ADVOCATE,2.39502598670015,['communication']
AVIATION,2.3938854204436986,"['excel', 'communication']"
ADVOCATE,2.391701219193966,"['excel', 'communication']"
FINANCE,2.3903011409534307,['leadership']
HR,2.388483536256066,"['excel', 'communication', 'leadership']"
HEALTHCARE,2.388409908843494,"['excel', 'communication', 'leadership']"
AGRICULTURE,2.3881101579225557,['communication']
DIGITAL-MEDIA,2.3824140901048874,"['excel', 'communication']"
PUBLIC-RELATIONS,2.381690976014051,"['excel', 'communication', 'leadership']"
ARTS,2.38091226782063,"['excel', 'communication']"
DESIGNER,2.3805624610749754,"['python', 'excel', 'communication', 'leadership', 'data analysis']"
ENGINEERING,2.3797479722856227,[]
CONSULTANT,2.371857795559176,"['excel', 'leadership', 'data analysis']"
AVIATION,2.370525610192068,"['excel', 'communication', 'leadership']"
HEALTHCARE,2.366751653390982,"['excel', 'communication']"
FINANCE,2.3659613606441283,['excel']
HR,2.365660844579808,"['leadership', 'data analysis']"
SALES,2.364804232573452,['communication']
FITNESS,2.3645280739675467,['excel']
BANKING,2.361903964038372,"['excel', 'communication', 'leadership']"
CONSTRUCTION,2.361721402437812,"['excel', 'communication']"
ADVOCATE,2.360097360391948,"['excel', 'communication', 'leadership']"
ENGINEERING,2.3599264464532292,"['java', 'excel', 'data analysis']"
FINANCE,2.3579600636797196,"['excel', 'leadership']"
DIGITAL-MEDIA,2.355972270757711,"['java', 'sql', 'tableau', 'excel', 'leadership']"
AVIATION,2.355433057428936,[]
CONSTRUCTION,2.352748221256786,"['excel', 'communication']"
ARTS,2.3525908963887434,"['excel', 'communication', 'leadership']"
APPAREL,2.351546557147578,"['excel', 'communication']"
FINANCE,2.3508311861125475,"['excel', 'communication', 'leadership']"
APPAREL,2.3481823752648454,"['excel', 'communication', 'leadership']"
FINANCE,2.343580436776905,"['excel', 'leadership']"
ARTS,2.3417301472832586,[]
PUBLIC-RELATIONS,2.339778374346868,"['communication', 'leadership']"
ENGINEERING,2.3370897744791037,"['communication', 'leadership']"
HEALTHCARE,2.331302238272933,"['excel', 'communication', 'leadership']"
ADVOCATE,2.329840436642121,['leadership']
DESIGNER,2.329830995653683,['excel']
PUBLIC-RELATIONS,2.329452185359934,['excel']
CHEF,2.3293751678615915,"['excel', 'communication', 'react']"
PUBLIC-RELATIONS,2.3285783856628757,['communication']
ADVOCATE,2.3255413881451137,['excel']
FINANCE,2.321327949235605,['excel']
BANKING,2.320400508034781,"['excel', 'leadership']"
CONSTRUCTION,2.3199859792264825,['communication']
ADVOCATE,2.3175639810772686,"['excel', 'communication']"
SALES,2.3164405751539543,"['excel', 'communication']"
SALES,2.316168149349141,"['excel', 'communication']"
ACCOUNTANT,2.3054854295444467,"['sql', 'excel', 'communication', 'data analysis']"
APPAREL,2.302549349702083,"['excel', 'communication']"
HR,2.3022277619136706,"['excel', 'communication']"
DIGITAL-MEDIA,2.2992531636559352,"['excel', 'communication', 'leadership']"
AVIATION,2.2957346375334895,"['excel', 'communication']"
ARTS,2.2951532260459873,"['excel', 'communication', 'leadership']"
FINANCE,2.294788214906789,['excel']
CONSULTANT,2.2943165047877194,"['communication', 'leadership']"
BUSINESS-DEVELOPMENT,2.290883510192114,['communication']
HEALTHCARE,2.287406585329826,"['excel', 'communication', 'leadership']"
TEACHER,2.2869335069053025,['excel']
AVIATION,2.286274355030664,['excel']
ADVOCATE,2.2818966952218656,[]
FINANCE,2.2818809647197,"['excel', 'communication']"
PUBLIC-RELATIONS,2.281566901407589,['communication']
AGRICULTURE,2.2784053008842986,"['excel', 'leadership']"
PUBLIC-RELATIONS,2.277852779359688,"['communication', 'leadership']"
CONSULTANT,2.275062357018911,"['excel', 'communication', 'leadership', 'react']"
AVIATION,2.2738416752334136,"['excel', 'communication', 'leadership']"
AVIATION,2.2701704719787537,"['excel', 'communication', 'leadership']"
CONSTRUCTION,2.2665610006676133,['communication']
BANKING,2.2653182363982856,"['excel', 'communication']"
FITNESS,2.2644784067305563,['communication']
ACCOUNTANT,2.2643194831001168,"['excel', 'communication', 'leadership']"
FINANCE,2.2617973616561287,"['excel', 'leadership']"
ACCOUNTANT,2.261600324333909,"['excel', 'communication']"
ARTS,2.2609810862781083,['leadership']
PUBLIC-RELATIONS,2.2597307422066475,"['excel', 'communication']"
FINANCE,2.258852726017758,['excel']
FINANCE,2.258006091170082,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,2.25697022602353,"['excel', 'communication']"
HEALTHCARE,2.251541810236848,"['excel', 'communication', 'leadership', 'data analysis']"
CONSTRUCTION,2.2504867308355396,"['excel', 'communication', 'leadership', 'react']"
BANKING,2.250461866745789,"['excel', 'communication', 'leadership']"
SALES,2.2470887956953325,"['excel', 'communication']"
SALES,2.2448262365814142,['leadership']
TEACHER,2.2425798522812275,['communication']
AVIATION,2.2407392895458753,['leadership']
FITNESS,2.2383066203423154,['communication']
TEACHER,2.2368263596491373,[]
AUTOMOBILE,2.236207823510608,"['excel', 'communication']"
AVIATION,2.235963806258572,[]
ENGINEERING,2.2341244303325336,"['excel', 'communication', 'leadership']"
ACCOUNTANT,2.233037091284623,['excel']
BUSINESS-DEVELOPMENT,2.230835628893704,"['excel', 'communication']"
ARTS,2.2300811258401434,"['excel', 'communication']"
HR,2.2293871545577284,"['excel', 'communication']"
APPAREL,2.227149192196849,"['excel', 'communication', 'leadership']"
HR,2.219921874774582,['communication']
TEACHER,2.2193597280397723,['excel']
ACCOUNTANT,2.218782595453798,['excel']
FINANCE,2.217186114839172,"['excel', 'communication', 'leadership']"
APPAREL,2.215798920856132,"['excel', 'communication']"
APPAREL,2.213747230292146,['leadership']
ADVOCATE,2.2134146116744855,"['excel', 'communication', 'leadership']"
ADVOCATE,2.2108404242373805,"['communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.209415661450068,"['sql', 'excel', 'communication', 'leadership', 'data analysis']"
BANKING,2.2065493147034876,"['excel', 'communication']"
FINANCE,2.1987919882339866,['excel']
ENGINEERING,2.1972401089006706,[]
ADVOCATE,2.1913449819338933,['excel']
CHEF,2.188173970622478,"['excel', 'communication', 'leadership', 'data analysis']"
HR,2.18737777045525,['communication']
CONSTRUCTION,2.1852671269054,[]
ARTS,2.183329948517615,['communication']
ACCOUNTANT,2.1831826383097312,['communication']
DIGITAL-MEDIA,2.1830061150173217,"['excel', 'communication', 'leadership']"
ENGINEERING,2.180742582835747,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,2.1801492143302323,"['excel', 'communication']"
ARTS,2.1799032207645457,"['communication', 'leadership']"
TEACHER,2.178064276490831,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,2.177533261139968,"['sql', 'tableau', 'communication', 'leadership']"
CONSTRUCTION,2.1775146004608907,"['excel', 'communication']"
HEALTHCARE,2.1738641646027146,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,2.1734559746787294,['excel']
ACCOUNTANT,2.16995426924997,"['excel', 'communication', 'leadership']"
HEALTHCARE,2.169188787119331,"['excel', 'communication', 'leadership']"
ACCOUNTANT,2.1670751889248794,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,2.16639536408729,"['excel', 'communication', 'data analysis']"
PUBLIC-RELATIONS,2.166045139618277,['python']
ARTS,2.1634913033426573,"['excel', 'communication']"
CHEF,2.162693562888712,[]
BUSINESS-DEVELOPMENT,2.1580518868474043,"['communication', 'leadership']"
ADVOCATE,2.1572712034212715,['excel']
TEACHER,2.1568699278133616,['communication']
INFORMATION-TECHNOLOGY,2.1503277270093695,"['excel', 'communication']"
ARTS,2.149078161837041,['excel']
FITNESS,2.1472147076523473,"['excel', 'communication']"
HEALTHCARE,2.1465447885495834,"['communication', 'leadership']"
HR,2.1454228334375416,"['communication', 'leadership']"
ENGINEERING,2.1442019589506964,"['excel', 'communication']"
AVIATION,2.143921289179,['excel']
SALES,2.143738694654219,"['sql', 'communication', 'leadership']"
FITNESS,2.141875671495875,"['excel', 'aws', 'communication', 'leadership']"
DIGITAL-MEDIA,2.140530117473466,"['excel', 'communication']"
HEALTHCARE,2.1404049535367653,"['excel', 'leadership']"
ACCOUNTANT,2.139340128482607,"['excel', 'communication', 'leadership']"
AVIATION,2.1378974208254893,"['communication', 'leadership']"
SALES,2.137791191397959,['excel']
ARTS,2.1373766939343617,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,2.137084740310717,['communication']
HEALTHCARE,2.1349747234759984,"['excel', 'communication', 'leadership']"
ADVOCATE,2.125300197986842,"['communication', 'leadership']"
BANKING,2.1161943312389293,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.1154059664390124,"['sql', 'excel', 'communication']"
ADVOCATE,2.115390123920636,"['excel', 'leadership']"
PUBLIC-RELATIONS,2.113363399686816,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.113353401624536,"['sql', 'excel', 'communication', 'leadership']"
HR,2.1102456785364496,"['excel', 'communication', 'leadership']"
ENGINEERING,2.1076479605438907,"['excel', 'communication', 'data analysis']"
AGRICULTURE,2.1064443633224896,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,2.105894613995913,"['excel', 'leadership']"
INFORMATION-TECHNOLOGY,2.1041542333468657,['data analysis']
FINANCE,2.1040907555176833,"['excel', 'communication']"
ADVOCATE,2.103257799127129,"['communication', 'leadership']"
CONSTRUCTION,2.102906157637621,"['excel', 'leadership']"
HR,2.102597648972574,"['tableau', 'excel', 'communication', 'leadership']"
DESIGNER,2.101584050679562,"['excel', 'communication', 'leadership']"
AUTOMOBILE,2.0974510935116593,['excel']
INFORMATION-TECHNOLOGY,2.0967493507307466,"['sql', 'excel', 'communication', 'leadership']"
SALES,2.0958338082038006,"['excel', 'communication', 'leadership']"
AGRICULTURE,2.0956253713778232,"['excel', 'communication', 'leadership']"
ARTS,2.092116277218214,"['excel', 'leadership']"
TEACHER,2.0918783653774278,[]
FITNESS,2.0889346378267883,"['excel', 'communication', 'leadership']"
ARTS,2.088405681972631,"['excel', 'communication']"
PUBLIC-RELATIONS,2.088112838806138,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,2.087008109101644,"['excel', 'communication', 'leadership']"
ADVOCATE,2.076100647695372,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,2.0727236954997066,"['excel', 'communication']"
CONSTRUCTION,2.0654597445568856,"['excel', 'communication', 'leadership']"
ARTS,2.064621317821183,"['excel', 'communication', 'leadership']"
SALES,2.062531053988119,"['excel', 'communication']"
AVIATION,2.0621577765139265,['excel']
FITNESS,2.061596003411151,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,2.059874917268352,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.059150114502675,"['excel', 'communication']"
TEACHER,2.057711600323557,[]
BANKING,2.056080334373777,"['excel', 'leadership']"
CONSULTANT,2.0549827000192025,['communication']
CHEF,2.0521564362489815,"['excel', 'communication', 'leadership']"
AGRICULTURE,2.0518280336494024,"['excel', 'communication']"
CONSULTANT,2.05100532232048,"['excel', 'communication']"
ARTS,2.050630763806683,['communication']
FITNESS,2.0472748566213648,"['communication', 'leadership']"
ADVOCATE,2.0470747369725766,['leadership']
ENGINEERING,2.0452628983365075,"['sql', 'excel', 'communication', 'leadership']"
FINANCE,2.0412033985045226,"['tableau', 'excel']"
FINANCE,2.0397234760039544,"['excel', 'communication']"
DESIGNER,2.039200501933116,['excel']
AVIATION,2.034360908185776,[]
HR,2.0325282104082083,"['excel', 'communication']"
FITNESS,2.03150533939714,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,2.030915173038132,"['excel', 'communication']"
AVIATION,2.029511144933804,[]
BANKING,2.026094730146497,"['communication', 'leadership']"
AGRICULTURE,2.0244819896306008,"['excel', 'communication']"
AVIATION,2.0241237350538346,"['communication', 'leadership']"
FITNESS,2.0180792533793035,"['excel', 'communication']"
HEALTHCARE,2.0178000853973455,[]
INFORMATION-TECHNOLOGY,2.0167850294083283,"['communication', 'leadership']"
AUTOMOBILE,2.0164948119035486,"['excel', 'communication', 'leadership']"
FINANCE,2.0158263955371303,"['excel', 'communication']"
PUBLIC-RELATIONS,2.011902896718233,['communication']
DIGITAL-MEDIA,2.011556681639828,[]
FITNESS,2.0090786866896018,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,2.0069679051939198,"['excel', 'aws', 'communication', 'leadership']"
HR,2.0050573110667074,"['excel', 'communication']"
ACCOUNTANT,2.003536571398389,"['sql', 'excel']"
