Category,Match_Score,Extracted_Skills
FITNESS,2.002483366591865,"['excel', 'communication', 'leadership']"
AUTOMOBILE,1.99775666768484,"['excel', 'communication']"
ADVOCATE,1.99752586584083,"['excel', 'communication', 'leadership']"
APPAREL,1.9968751749483933,"['communication', 'leadership']"
CHEF,1.9959063492263573,['excel']
ARTS,1.995026518955255,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,1.9914978921883888,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.991283397250449,"['excel', 'communication', 'leadership']"
BANKING,1.9907318268514689,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.9892672310618857,['excel']
AVIATION,1.9886397549360553,"['excel', 'communication']"
PUBLIC-RELATIONS,1.9868861282964576,"['excel', 'communication', 'leadership', 'data analysis']"
AVIATION,1.9844297538489244,"['excel', 'communication']"
APPAREL,1.9836156987097568,"['excel', 'communication']"
AVIATION,1.9833323785380323,"['excel', 'communication', 'leadership']"
ADVOCATE,1.981768501795568,"['excel', 'leadership', 'data analysis']"
INFORMATION-TECHNOLOGY,1.9814970548781865,"['leadership', 'data analysis']"
APPAREL,1.9807959503437393,['excel']
AVIATION,1.9803155559773893,['react']
TEACHER,1.9794127864240716,"['excel', 'communication']"
PUBLIC-RELATIONS,1.9789605556986993,"['excel', 'communication']"
DIGITAL-MEDIA,1.9777110990972064,"['excel', 'communication']"
FITNESS,1.975529532209673,['excel']
CONSTRUCTION,1.9731348261234083,['leadership']
PUBLIC-RELATIONS,1.9726146061605374,"['excel', 'communication', 'leadership']"
ADVOCATE,1.9717465291826914,"['excel', 'communication']"
PUBLIC-RELATIONS,1.9714426933559566,"['excel', 'communication']"
SALES,1.970324406557612,"['excel', 'communication']"
HR,1.9700249728715307,"['excel', 'communication', 'leadership']"
SALES,1.9688906091793987,"['excel', 'communication', 'leadership']"
HEALTHCARE,1.968362737295742,['leadership']
PUBLIC-RELATIONS,1.966944054133828,['communication']
SALES,1.9661900245812214,[]
SALES,1.9651879692314775,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,1.9635846764348284,"['sql', 'communication', 'leadership']"
HR,1.9592920742779427,"['excel', 'communication', 'leadership']"
SALES,1.9576973712953736,['communication']
INFORMATION-TECHNOLOGY,1.9560075490276374,"['sql', 'communication', 'leadership']"
AUTOMOBILE,1.9552702532356216,"['excel', 'communication', 'leadership', 'data analysis']"
SALES,1.9547787501401366,"['excel', 'communication', 'leadership']"
AVIATION,1.9542408910053928,"['excel', 'communication', 'leadership']"
HEALTHCARE,1.9503371912277925,"['excel', 'communication']"
CONSULTANT,1.9482618861438434,"['java', 'sql', 'excel', 'communication']"
ARTS,1.9454747109441795,['communication']
ACCOUNTANT,1.9444731811245664,"['excel', 'aws', 'communication', 'leadership', 'data analysis']"
BANKING,1.9418911305039508,"['excel', 'communication']"
SALES,1.9387548330488447,"['excel', 'leadership']"
FINANCE,1.9375055893785347,"['excel', 'communication']"
ACCOUNTANT,1.9359722842696416,"['sql', 'excel', 'aws']"
BANKING,1.9316128967910253,"['excel', 'communication']"
HR,1.9302033053663892,"['excel', 'communication', 'data analysis']"
AGRICULTURE,1.926723225385335,"['excel', 'communication']"
CHEF,1.923359700921916,"['excel', 'communication']"
HR,1.9229155736194679,"['java', 'sql', 'communication']"
SALES,1.921919310181866,"['excel', 'communication']"
CHEF,1.9208396732128201,"['communication', 'leadership']"
ENGINEERING,1.916737308849464,"['excel', 'communication']"
PUBLIC-RELATIONS,1.9154299662169354,"['communication', 'leadership']"
CONSULTANT,1.9112812787032516,"['java', 'excel', 'communication', 'leadership']"
BANKING,1.9083411493401197,['excel']
ACCOUNTANT,1.9076837218515021,"['communication', 'leadership']"
PUBLIC-RELATIONS,1.9059417595691013,"['excel', 'communication']"
CHEF,1.9057111997468825,"['excel', 'leadership']"
DESIGNER,1.9037481184097453,['excel']
DESIGNER,1.903051688999771,[]
HR,1.9027748595770315,"['excel', 'communication']"
CONSTRUCTION,1.9012589883301383,"['excel', 'leadership']"
CONSTRUCTION,1.9011929813397548,"['java', 'sql', 'excel']"
ARTS,1.8981588376884022,['excel']
ARTS,1.8975240752749312,"['excel', 'leadership']"
CONSTRUCTION,1.895887475378498,"['excel', 'communication']"
PUBLIC-RELATIONS,1.8958787413004676,"['excel', 'communication']"
HR,1.8938928067380785,"['excel', 'communication', 'leadership']"
SALES,1.8921787859862722,"['excel', 'communication']"
ENGINEERING,1.889984444710353,"['excel', 'communication']"
BANKING,1.888826688780999,"['excel', 'communication']"
HEALTHCARE,1.8884330575902712,"['excel', 'communication']"
BANKING,1.8878654868661922,"['excel', 'communication']"
HR,1.87969029214501,['excel']
CONSTRUCTION,1.876260917161646,"['excel', 'communication']"
APPAREL,1.8745438970596577,"['excel', 'communication']"
SALES,1.8738285268341366,['communication']
FINANCE,1.8735702211137617,[]
INFORMATION-TECHNOLOGY,1.8735204215904244,"['java', 'sql']"
FINANCE,1.8733691645774004,"['excel', 'data analysis']"
AUTOMOBILE,1.8692274652019842,['communication']
CONSULTANT,1.8683995846007657,"['excel', 'communication']"
CONSULTANT,1.866825127882428,"['communication', 'leadership']"
DIGITAL-MEDIA,1.866643329218209,"['aws', 'communication']"
BUSINESS-DEVELOPMENT,1.8661010903393365,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,1.8653966091739433,"['excel', 'communication']"
BANKING,1.8639871021579935,"['excel', 'communication', 'leadership']"
HEALTHCARE,1.8630710136006663,"['sql', 'excel', 'communication', 'leadership']"
TEACHER,1.8626531465521228,"['excel', 'leadership']"
TEACHER,1.860260582320743,"['excel', 'communication', 'leadership']"
ADVOCATE,1.8598663933423114,"['excel', 'communication', 'leadership']"
BANKING,1.857294190950624,['leadership']
CHEF,1.8567742546354047,"['excel', 'react']"
ACCOUNTANT,1.8546523757552498,"['excel', 'communication']"
HEALTHCARE,1.854552593729377,"['communication', 'leadership']"
ENGINEERING,1.8490289784089287,"['sql', 'excel']"
AGRICULTURE,1.8462167541931072,['excel']
SALES,1.8456471386271711,"['excel', 'communication']"
FITNESS,1.8448077587272447,"['excel', 'communication', 'leadership']"
HR,1.8439008321995527,"['communication', 'leadership']"
ACCOUNTANT,1.8431131465298198,"['excel', 'communication']"
ADVOCATE,1.8419938663081659,"['excel', 'communication']"
HR,1.8407801980203906,"['excel', 'communication']"
AGRICULTURE,1.8378113964760683,"['excel', 'communication']"
ACCOUNTANT,1.8370856349138092,['communication']
INFORMATION-TECHNOLOGY,1.8370632946448011,"['sql', 'excel', 'communication', 'leadership']"
AVIATION,1.8367483405897955,"['excel', 'communication']"
CONSULTANT,1.8356417045893205,['excel']
CHEF,1.832719732187106,"['communication', 'leadership']"
SALES,1.8301654145628128,['leadership']
CONSULTANT,1.8273395727855442,['sql']
AVIATION,1.8265679931094112,[]
SALES,1.8240668993229296,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.823931312643644,"['excel', 'communication']"
ACCOUNTANT,1.8231098362110139,"['excel', 'communication', 'leadership']"
BPO,1.8182220937846327,"['excel', 'communication', 'leadership']"
AVIATION,1.8172414999911894,['data analysis']
FITNESS,1.8161442207000593,['excel']
DIGITAL-MEDIA,1.8151171952961453,['communication']
BPO,1.8120199374798216,"['communication', 'leadership']"
HR,1.8100748627304781,"['excel', 'leadership']"
CHEF,1.80726297856,"['excel', 'leadership']"
BANKING,1.805790275977387,"['excel', 'communication']"
AUTOMOBILE,1.802300709503098,"['excel', 'communication', 'leadership']"
AGRICULTURE,1.8007657968422983,"['excel', 'communication', 'leadership']"
BPO,1.7980927874037191,"['excel', 'communication', 'data analysis']"
FINANCE,1.7979552385027031,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.7940177375072999,"['tableau', 'communication']"
ADVOCATE,1.7921050662869171,"['excel', 'communication']"
HR,1.7898708356496122,"['excel', 'communication', 'leadership']"
CONSULTANT,1.7879901189252076,"['excel', 'leadership']"
DIGITAL-MEDIA,1.7827139128475329,"['excel', 'communication']"
DESIGNER,1.7821458083584718,"['sql', 'excel', 'data analysis']"
PUBLIC-RELATIONS,1.78167557594685,['communication']
HR,1.7814406640920315,['aws']
INFORMATION-TECHNOLOGY,1.7788749825627201,"['communication', 'leadership', 'data analysis']"
INFORMATION-TECHNOLOGY,1.7777278879419112,"['excel', 'communication']"
HEALTHCARE,1.7776518250281297,"['excel', 'communication']"
ARTS,1.7772833545147142,['excel']
DIGITAL-MEDIA,1.77551630057994,['excel']
HEALTHCARE,1.7752447626050307,"['excel', 'communication', 'leadership']"
ARTS,1.7727363039586415,"['excel', 'communication']"
HEALTHCARE,1.77193319401791,"['excel', 'aws', 'communication', 'leadership', 'data analysis']"
FINANCE,1.7717103044266653,"['sql', 'excel', 'communication']"
ADVOCATE,1.77140387558969,"['excel', 'leadership']"
BUSINESS-DEVELOPMENT,1.7679416725479509,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,1.7671280728845848,"['communication', 'leadership']"
ACCOUNTANT,1.7591115003085314,"['excel', 'communication', 'leadership']"
AUTOMOBILE,1.7590685026694035,"['excel', 'communication', 'leadership']"
ACCOUNTANT,1.746452923713644,['excel']
SALES,1.7454614216999718,"['excel', 'leadership']"
CONSULTANT,1.7449382818571735,"['communication', 'leadership']"
SALES,1.7443408605006205,['communication']
SALES,1.7443235577206326,"['excel', 'communication']"
ARTS,1.7425807263897335,"['excel', 'communication']"
CHEF,1.7425112197715766,"['excel', 'communication', 'leadership']"
ACCOUNTANT,1.7364699196279316,"['excel', 'aws', 'communication']"
BANKING,1.7363444241225312,['excel']
ADVOCATE,1.7345356411026074,"['excel', 'communication']"
HEALTHCARE,1.7344158381942734,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.733466426190175,"['excel', 'leadership']"
FINANCE,1.7272123676286537,"['excel', 'leadership']"
ACCOUNTANT,1.7269771416623998,['excel']
PUBLIC-RELATIONS,1.7266385804611917,['communication']
ARTS,1.7239219694009342,"['excel', 'leadership']"
ADVOCATE,1.7229219985477602,['excel']
AGRICULTURE,1.7188569515783667,"['excel', 'leadership']"
FINANCE,1.7174484194394097,"['excel', 'communication']"
ACCOUNTANT,1.7171692930601852,[]
ADVOCATE,1.7117336833734484,"['excel', 'aws', 'communication']"
CONSTRUCTION,1.7114486445977997,"['excel', 'communication', 'leadership']"
AGRICULTURE,1.710801381825048,"['excel', 'communication']"
AVIATION,1.6992250788846734,['leadership']
CHEF,1.6957439966541694,"['excel', 'leadership']"
AVIATION,1.6885700030692383,"['communication', 'leadership']"
CONSTRUCTION,1.686323173308237,"['excel', 'communication']"
CONSULTANT,1.6839212393073117,"['communication', 'leadership']"
CONSULTANT,1.6823627927194482,['communication']
DESIGNER,1.680340235679336,"['excel', 'communication', 'leadership']"
SALES,1.6760021375701353,"['excel', 'communication']"
FITNESS,1.6741617787760725,"['excel', 'communication', 'leadership']"
ADVOCATE,1.673775558171205,[]
BANKING,1.6736732329299637,"['excel', 'communication']"
AUTOMOBILE,1.6735224695307847,['communication']
HEALTHCARE,1.6694896329856914,"['communication', 'data analysis']"
PUBLIC-RELATIONS,1.6677615288099357,"['excel', 'communication']"
DESIGNER,1.6675619344263446,"['excel', 'communication', 'leadership']"
APPAREL,1.666748091056993,"['excel', 'communication', 'leadership']"
CHEF,1.665004904217781,"['communication', 'leadership']"
DIGITAL-MEDIA,1.664667306647205,['communication']
FITNESS,1.663077416551336,['leadership']
HR,1.6612075556771497,"['excel', 'communication']"
PUBLIC-RELATIONS,1.6608440573555279,"['excel', 'communication', 'leadership']"
ADVOCATE,1.6604574554700566,"['excel', 'communication', 'leadership']"
HR,1.6597433799437802,"['excel', 'communication', 'leadership']"
ACCOUNTANT,1.6573397425505638,"['excel', 'communication', 'leadership']"
CONSULTANT,1.6554063594678277,[]
BANKING,1.652316370240653,"['excel', 'communication']"
ENGINEERING,1.6515076688985264,"['excel', 'communication']"
PUBLIC-RELATIONS,1.651428266059984,['communication']
HEALTHCARE,1.6458556151510588,"['excel', 'data analysis']"
AUTOMOBILE,1.6419462663934257,"['communication', 'leadership']"
AVIATION,1.6419165570626226,"['excel', 'communication']"
AVIATION,1.6419165570626226,"['excel', 'communication']"
HR,1.6411648532435323,['communication']
HEALTHCARE,1.640218859334901,"['excel', 'communication', 'leadership']"
AVIATION,1.6390720716855791,"['excel', 'leadership']"
DIGITAL-MEDIA,1.638873999583958,"['tableau', 'excel', 'communication', 'leadership', 'data analysis']"
ADVOCATE,1.638845154132506,['leadership']
FINANCE,1.6386923824927588,['excel']
AVIATION,1.636278551461692,"['excel', 'communication']"
ACCOUNTANT,1.632424809155816,['excel']
ADVOCATE,1.6316803184230406,"['excel', 'communication']"
SALES,1.6303590206603429,"['excel', 'communication', 'leadership']"
ENGINEERING,1.6297434647259568,['excel']
HEALTHCARE,1.6294297043020496,"['excel', 'communication']"
APPAREL,1.6278411183859187,"['excel', 'communication']"
ACCOUNTANT,1.6277614978145858,['excel']
HR,1.6274590685277202,['communication']
AGRICULTURE,1.6242082894833956,"['excel', 'communication']"
ENGINEERING,1.6239489917083898,"['communication', 'leadership']"
DIGITAL-MEDIA,1.6217253516371544,"['java', 'sql', 'excel']"
DESIGNER,1.620106294320725,"['communication', 'leadership']"
FITNESS,1.6189627264665662,"['communication', 'leadership']"
HEALTHCARE,1.617347348058889,"['excel', 'communication']"
AVIATION,1.6167283174369593,"['excel', 'communication', 'leadership']"
FINANCE,1.6161642876232964,"['excel', 'communication']"
DESIGNER,1.6160617796453738,"['excel', 'communication']"
FINANCE,1.6142288062407042,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,1.6137841336369134,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.6125159111899978,['excel']
BUSINESS-DEVELOPMENT,1.6121269107190312,"['excel', 'communication', 'leadership']"
CONSULTANT,1.6110860036089667,"['sql', 'excel', 'communication', 'data analysis']"
ACCOUNTANT,1.6108091939577376,"['sql', 'excel']"
CONSULTANT,1.609739348854471,"['excel', 'communication']"
CONSTRUCTION,1.6081677622396502,"['excel', 'communication', 'leadership']"
APPAREL,1.6065086046170303,['communication']
DESIGNER,1.6064066769339789,[]
ACCOUNTANT,1.6056257430441905,['communication']
FINANCE,1.6052179328347176,['excel']
BUSINESS-DEVELOPMENT,1.6045700280879218,"['excel', 'aws', 'communication', 'leadership']"
PUBLIC-RELATIONS,1.6040711153015537,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.6038990446053991,"['excel', 'leadership']"
HEALTHCARE,1.6014366257444586,"['excel', 'communication', 'leadership']"
APPAREL,1.6002948971839392,['excel']
BUSINESS-DEVELOPMENT,1.5970054644207827,[]
FITNESS,1.5967809365521441,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.591504795863075,['excel']
ARTS,1.5914458007726104,[]
INFORMATION-TECHNOLOGY,1.590826449380953,"['excel', 'communication', 'leadership']"
TEACHER,1.5898849679965374,"['excel', 'communication', 'leadership']"
FINANCE,1.5897785784669833,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,1.589639835797297,"['sql', 'excel', 'communication', 'leadership']"
FINANCE,1.588799822857949,['excel']
HR,1.586461103890682,"['excel', 'communication']"
CONSTRUCTION,1.586232448166492,"['excel', 'communication']"
FINANCE,1.5840988200943569,"['sql', 'excel', 'leadership']"
ADVOCATE,1.5830354718924466,"['excel', 'communication']"
APPAREL,1.5809825137554363,"['excel', 'communication']"
DIGITAL-MEDIA,1.5802459085886633,"['excel', 'communication']"
CONSULTANT,1.5798899452287227,"['excel', 'communication']"
FINANCE,1.5789143478925294,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.5726040322384474,"['excel', 'communication']"
ARTS,1.5724932034145076,[]
BANKING,1.5689135003662993,"['excel', 'communication', 'leadership']"
FINANCE,1.5686744774023627,"['excel', 'leadership']"
FITNESS,1.5663870539383409,"['communication', 'leadership', 'data analysis']"
AVIATION,1.5656927678691486,['communication']
ARTS,1.5649383909381789,['communication']
INFORMATION-TECHNOLOGY,1.5631180875093253,"['excel', 'communication', 'leadership']"
AVIATION,1.5629226290336282,"['excel', 'communication', 'leadership']"
HEALTHCARE,1.5619617694403773,['communication']
ACCOUNTANT,1.5608784805373126,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,1.5592556413552556,[]
ENGINEERING,1.5589890927788406,['data analysis']
INFORMATION-TECHNOLOGY,1.5587975434869579,"['communication', 'leadership']"
PUBLIC-RELATIONS,1.558541861108775,"['excel', 'communication']"
HR,1.5533921994740922,['excel']
CONSULTANT,1.5528072545258131,"['excel', 'communication', 'leadership']"
HEALTHCARE,1.5524680727771614,"['communication', 'leadership']"
ENGINEERING,1.5498831721616537,"['excel', 'communication']"
ENGINEERING,1.548175976062668,"['excel', 'communication', 'data analysis']"
ARTS,1.5473993682339025,['communication']
ACCOUNTANT,1.5471995043500495,"['excel', 'communication']"
ENGINEERING,1.5461706310508054,"['java', 'sql', 'excel', 'communication', 'leadership', 'react']"
BANKING,1.544952583705275,['excel']
AVIATION,1.543408446881304,"['excel', 'data analysis', 'react']"
DIGITAL-MEDIA,1.5433115781046116,['excel']
INFORMATION-TECHNOLOGY,1.5428852611746702,['sql']
AVIATION,1.5364291416162075,"['excel', 'leadership']"
AGRICULTURE,1.5349068887619814,"['excel', 'communication']"
AVIATION,1.533988607437927,"['excel', 'communication', 'leadership']"
CONSTRUCTION,1.533345074292668,['communication']
SALES,1.5324407510976208,"['excel', 'communication']"
DESIGNER,1.531912508140575,['communication']
ACCOUNTANT,1.5292684635549785,['excel']
BANKING,1.525952625027671,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.5232348257160504,[]
PUBLIC-RELATIONS,1.5231987134563727,"['excel', 'communication', 'leadership']"
CHEF,1.521436306476461,['excel']
FINANCE,1.5202585057397442,['excel']
INFORMATION-TECHNOLOGY,1.5190513510272179,['leadership']
FITNESS,1.5182739238915308,['excel']
FITNESS,1.5178473349025239,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,1.5173741118873085,[]
BANKING,1.515165097579307,"['excel', 'leadership']"
AVIATION,1.5149496824102917,"['excel', 'communication', 'leadership']"
FINANCE,1.5142362264690001,['excel']
BANKING,1.5141236584797773,['communication']
DIGITAL-MEDIA,1.5140008421985887,"['java', 'sql']"
ADVOCATE,1.5132629618261593,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.5119370571991992,"['excel', 'communication']"
SALES,1.509720696122038,"['excel', 'communication', 'leadership']"
CONSTRUCTION,1.5070233461827516,"['excel', 'communication', 'leadership']"
FINANCE,1.506917418009911,"['excel', 'leadership']"
BANKING,1.5044844541348756,['communication']
HEALTHCARE,1.5043636919765033,"['excel', 'communication']"
AVIATION,1.5034574724740064,"['excel', 'leadership']"
APPAREL,1.5026506116511156,['leadership']
APPAREL,1.5019179872490958,['excel']
DIGITAL-MEDIA,1.5017915053158895,"['excel', 'communication', 'leadership']"
BANKING,1.501786335390067,"['sql', 'leadership']"
AGRICULTURE,1.5011558539800751,"['excel', 'communication', 'leadership', 'data analysis']"
PUBLIC-RELATIONS,1.5002579309787485,"['communication', 'leadership']"
ARTS,1.4995579694404206,"['communication', 'leadership']"
PUBLIC-RELATIONS,1.4987089121110198,"['excel', 'communication', 'leadership']"
AGRICULTURE,1.4967029630446989,"['excel', 'communication', 'leadership']"
CONSULTANT,1.4964229677786636,"['excel', 'aws', 'leadership', 'react']"
HEALTHCARE,1.4959403421397184,"['excel', 'communication']"
CONSULTANT,1.4955878979470043,['leadership']
ADVOCATE,1.4943896210307162,[]
ACCOUNTANT,1.4935864893411348,['communication']
CONSTRUCTION,1.4933812923385343,"['excel', 'communication', 'leadership']"
TEACHER,1.492140513188579,"['excel', 'leadership']"
INFORMATION-TECHNOLOGY,1.4915744212886983,"['excel', 'communication', 'leadership']"
FINANCE,1.490930963515052,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.4903032607690148,"['excel', 'communication']"
CONSULTANT,1.4901164924153463,"['excel', 'communication', 'leadership']"
FINANCE,1.4878935494128915,['excel']
DIGITAL-MEDIA,1.4875882205170534,"['excel', 'communication']"
CONSTRUCTION,1.4867920345628378,['excel']
CONSTRUCTION,1.4861963923849546,"['excel', 'communication', 'leadership']"
FITNESS,1.4836927773788133,['excel']
ADVOCATE,1.4832373248515587,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,1.4831211290422461,"['excel', 'leadership']"
PUBLIC-RELATIONS,1.4799934735336056,"['excel', 'communication', 'leadership']"
FITNESS,1.4795572844328069,"['excel', 'communication']"
HEALTHCARE,1.476926416894559,['communication']
CONSTRUCTION,1.4764174455852583,[]
ARTS,1.4761034725167868,"['communication', 'leadership']"
CONSTRUCTION,1.4746825285166272,['leadership']
AGRICULTURE,1.4739121833704203,['excel']
DESIGNER,1.4737502183664402,"['excel', 'communication']"
ADVOCATE,1.4711443651486387,[]
ENGINEERING,1.4669564899115195,"['excel', 'communication']"
AGRICULTURE,1.4660427682592707,"['excel', 'communication', 'leadership', 'data analysis']"
TEACHER,1.463842073097808,[]
CONSTRUCTION,1.4632252302273159,"['excel', 'communication']"
FINANCE,1.4620619374844817,"['excel', 'leadership']"
APPAREL,1.4615913827002198,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.4583950125337417,"['excel', 'communication', 'leadership']"
AVIATION,1.4574876562122885,"['excel', 'communication']"
CHEF,1.4525948851493928,"['excel', 'communication', 'leadership']"
ACCOUNTANT,1.4510171357557895,"['excel', 'data analysis']"
CHEF,1.4492555077176843,[]
ACCOUNTANT,1.4446592344808025,"['aws', 'communication']"
ENGINEERING,1.4439483222547802,"['communication', 'leadership']"
ACCOUNTANT,1.4435818564655016,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,1.4417429818935834,"['excel', 'communication', 'leadership']"
CONSULTANT,1.4413252015148306,['excel']
DIGITAL-MEDIA,1.4373700799570457,['java']
AGRICULTURE,1.4357084729127847,"['excel', 'communication']"
AUTOMOBILE,1.434552253758115,[]
ACCOUNTANT,1.432645696514931,['excel']
INFORMATION-TECHNOLOGY,1.4319145113775449,"['communication', 'react']"
HEALTHCARE,1.4288976108949065,[]
ADVOCATE,1.4271441898970763,['excel']
DIGITAL-MEDIA,1.4265858464166576,[]
FINANCE,1.425854272113507,['communication']
ENGINEERING,1.4253561412160836,"['communication', 'leadership']"
BANKING,1.424774362035736,"['excel', 'communication', 'leadership']"
ENGINEERING,1.4244866987636127,[]
ADVOCATE,1.4216354033716385,"['communication', 'leadership', 'react']"
HEALTHCARE,1.4195012695128797,"['excel', 'communication']"
HR,1.4174908079518649,['communication']
CHEF,1.4165238557102902,"['excel', 'leadership']"
SALES,1.416426283838372,[]
HEALTHCARE,1.4159012563483417,"['excel', 'communication']"
AGRICULTURE,1.4155905600925125,"['excel', 'communication']"
DIGITAL-MEDIA,1.4143106987767653,"['excel', 'communication']"
PUBLIC-RELATIONS,1.41400822744118,"['excel', 'communication']"
HEALTHCARE,1.4135141211799904,['communication']
CONSTRUCTION,1.4133781751945482,"['excel', 'communication', 'leadership']"
AGRICULTURE,1.4131275882740626,"['excel', 'communication', 'data analysis']"
AVIATION,1.4130679772574368,"['excel', 'communication']"
CONSULTANT,1.411932611297095,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,1.4112124792455822,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,1.4100283255386563,"['excel', 'communication', 'leadership']"
CONSULTANT,1.4089051318693597,[]
AVIATION,1.4087296506530216,"['excel', 'leadership']"
SALES,1.406844765262175,"['sql', 'excel', 'communication', 'leadership']"
ADVOCATE,1.4057047902615867,"['excel', 'communication']"
CHEF,1.4055519079214116,['excel']
AGRICULTURE,1.4050849092083846,"['excel', 'leadership']"
APPAREL,1.4038349600251527,"['excel', 'communication']"
AVIATION,1.4002264184862918,['leadership']
CONSTRUCTION,1.3985926739387602,"['communication', 'leadership']"
APPAREL,1.3985398799718411,"['excel', 'communication']"
BANKING,1.3981193911483039,"['excel', 'communication']"
CONSTRUCTION,1.3969764418152146,"['excel', 'communication']"
TEACHER,1.396476394437941,"['excel', 'communication']"
ARTS,1.3962888165260237,"['java', 'sql', 'excel']"
AGRICULTURE,1.3959133425620875,"['communication', 'leadership']"
SALES,1.3958246656517066,"['excel', 'communication', 'leadership']"
SALES,1.3936714780080417,[]
ACCOUNTANT,1.3928969166404626,['excel']
BUSINESS-DEVELOPMENT,1.3885733740781914,"['communication', 'leadership']"
FITNESS,1.387847485691807,[]
AGRICULTURE,1.3876863729865745,"['communication', 'leadership']"
HR,1.3869327918691392,['excel']
CHEF,1.3854925381612297,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,1.3819038671681103,['communication']
ARTS,1.3817655329942053,['communication']
DIGITAL-MEDIA,1.3796714498736813,"['communication', 'data analysis']"
BANKING,1.3794854869149595,"['excel', 'communication']"
CONSTRUCTION,1.3773942639795675,[]
AVIATION,1.3770862983057217,"['excel', 'leadership']"
AVIATION,1.3749380342481712,['leadership']
DESIGNER,1.3743083121118922,[]
ACCOUNTANT,1.3739893008499933,['excel']
ADVOCATE,1.3739271027784166,"['excel', 'communication']"
APPAREL,1.3733010962780652,"['excel', 'communication']"
DESIGNER,1.3691950233815755,"['excel', 'communication']"
ADVOCATE,1.3671932273157341,"['excel', 'aws', 'leadership']"
FITNESS,1.3647375649734708,['excel']
DESIGNER,1.3646258185854283,['communication']
BUSINESS-DEVELOPMENT,1.363053547611866,"['excel', 'communication', 'leadership']"
HR,1.3625366825076444,"['excel', 'communication', 'leadership']"
ADVOCATE,1.3624808032385323,"['excel', 'communication']"
ACCOUNTANT,1.3600916274610455,"['excel', 'communication', 'leadership']"
TEACHER,1.3584364889075555,[]
AGRICULTURE,1.3571570585825476,"['java', 'data analysis']"
BUSINESS-DEVELOPMENT,1.3567312649824952,"['excel', 'communication', 'leadership', 'data analysis']"
ENGINEERING,1.356205917031929,"['excel', 'communication', 'leadership']"
AVIATION,1.3551570677773834,"['excel', 'communication', 'leadership']"
ACCOUNTANT,1.3540353092358945,"['excel', 'leadership']"
DIGITAL-MEDIA,1.3535701024343472,['communication']
ADVOCATE,1.352496638839097,"['excel', 'communication', 'leadership']"
FITNESS,1.3521748133976517,"['excel', 'communication', 'leadership']"
AUTOMOBILE,1.3508067352349467,"['excel', 'communication']"
FINANCE,1.3504490636936837,[]
CHEF,1.350202936655258,['excel']
ACCOUNTANT,1.3470085678416561,[]
ENGINEERING,1.3458747786500642,['communication']
AVIATION,1.3458459487167054,['excel']
CONSTRUCTION,1.3447660138142432,"['communication', 'leadership']"
ACCOUNTANT,1.3431253921627255,"['excel', 'communication']"
PUBLIC-RELATIONS,1.3430313433830128,"['excel', 'communication', 'leadership', 'data analysis']"
FINANCE,1.342715431552033,[]
HEALTHCARE,1.341664935350132,"['communication', 'leadership']"
BUSINESS-DEVELOPMENT,1.341228724865857,"['excel', 'communication', 'leadership']"
FINANCE,1.3392867492657112,"['communication', 'leadership']"
CHEF,1.3381038704942698,"['excel', 'communication', 'leadership']"
CONSULTANT,1.3378797438287449,"['excel', 'communication', 'leadership']"
APPAREL,1.3373764478839159,[]
FINANCE,1.335267749493231,"['excel', 'communication', 'leadership']"
DESIGNER,1.3331168427783153,"['excel', 'communication', 'leadership']"
BANKING,1.3326730129927662,"['excel', 'communication']"
CONSTRUCTION,1.330698213974947,"['excel', 'leadership']"
APPAREL,1.3297108711530496,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.329652512459323,[]
DIGITAL-MEDIA,1.3255314959273246,"['excel', 'communication']"
APPAREL,1.3233384565933681,"['communication', 'leadership']"
HR,1.3225808317488086,"['excel', 'communication']"
CHEF,1.32164344044407,['communication']
